"","year","month","day","keyword","specialsearchcount","advancedextensioncount"
"1309",2018,3,23,"prefer-recent",3,0
"1310",2018,3,23,"prefix",18547,16
"1311",2018,3,23,"query_string",110792,24
"1312",2018,3,24,"filetype",9,0
"1313",2018,3,24,"filter_only",6886,264
"1314",2018,3,24,"full_text",23100827,905
"1315",2018,3,24,"full_text_querystring",1076343,39
"1316",2018,3,24,"full_text_simple_match",22017598,602
"1317",2018,3,24,"hastemplate",84,0
"1318",2018,3,24,"incategory",4627,0
"1319",2018,3,24,"inlanguage",64,0
"1320",2018,3,24,"insource",2857,264
"1321",2018,3,24,"intitle",10467,14
"1322",2018,3,24,"linksto",30,0
"1323",2018,3,24,"phrase_match_prefix",42,0
"1324",2018,3,24,"prefer-recent",14,0
"1325",2018,3,24,"prefix",13901,0
"1326",2018,3,24,"query_string",96986,32
"1327",2018,3,25,"filemime",3,0
"1328",2018,3,25,"filetype",5,0
"1329",2018,3,25,"filter_only",12165,480
"1330",2018,3,25,"full_text",24674340,1747
"1331",2018,3,25,"full_text_querystring",1102592,47
"1332",2018,3,25,"full_text_simple_match",23559583,1220
"1333",2018,3,25,"hastemplate",175,24
"1334",2018,3,25,"incategory",11549,0
"1335",2018,3,25,"inlanguage",46,0
"1336",2018,3,25,"insource",1967,504
"1337",2018,3,25,"intitle",12211,8
"1338",2018,3,25,"linksto",32,0
"1339",2018,3,25,"phrase_match_prefix",46,0
"1340",2018,3,25,"prefer-recent",92,0
"1341",2018,3,25,"prefix",15950,0
"1342",2018,3,25,"query_string",100702,47
"1343",2018,3,26,"contentmodel",13,0
"1344",2018,3,26,"filemime",54,0
"1345",2018,3,26,"filetype",8,0
"1346",2018,3,26,"filter_only",10639,72
"1347",2018,3,26,"full_text",28618547,1121
"1348",2018,3,26,"full_text_querystring",1281872,73
"1349",2018,3,26,"full_text_simple_match",27326036,976
"1350",2018,3,26,"hastemplate",572,0
"1351",2018,3,26,"incategory",8899,0
"1352",2018,3,26,"inlanguage",41,0
"1353",2018,3,26,"insource",3056,72
"1354",2018,3,26,"intitle",12033,0
"1355",2018,3,26,"linksto",280,0
"1356",2018,3,26,"phrase_match_prefix",32,0
"1357",2018,3,26,"prefer-recent",112,0
"1358",2018,3,26,"prefix",20910,152
"1359",2018,3,26,"query_string",112057,32
"1360",2018,3,27,"boost-templates",8,0
"1361",2018,3,27,"filemime",2,0
"1362",2018,3,27,"filetype",315,0
"1363",2018,3,27,"filter_only",10086,8
"1364",2018,3,27,"full_text",27945056,1237
"1365",2018,3,27,"full_text_querystring",1292664,58
"1366",2018,3,27,"full_text_simple_match",26642306,1171
"1367",2018,3,27,"hastemplate",416,0
"1368",2018,3,27,"incategory",8314,0
"1369",2018,3,27,"inlanguage",43,0
"1370",2018,3,27,"insource",2777,8
"1371",2018,3,27,"intitle",13977,0
"1372",2018,3,27,"linksto",172,0
"1373",2018,3,27,"phrase_match_prefix",51,0
"1374",2018,3,27,"prefer-recent",101,0
"1375",2018,3,27,"prefix",20654,48
"1376",2018,3,27,"query_string",115019,42
"1377",2018,3,28,"boost-templates",8,0
"1378",2018,3,28,"contentmodel",44,0
"1379",2018,3,28,"entity_full_text",339,0
"1380",2018,3,28,"fileh",64,64
"1381",2018,3,28,"filemime",46,24
"1382",2018,3,28,"filetype",439,144
"1383",2018,3,28,"filew",72,72
"1384",2018,3,28,"filter_only",6057,296
"1385",2018,3,28,"full_text",26636230,1912
"1386",2018,3,28,"full_text_querystring",1253543,31
"1387",2018,3,28,"full_text_simple_match",25376630,1585
"1388",2018,3,28,"hastemplate",210,104
"1389",2018,3,28,"incategory",5312,0
"1390",2018,3,28,"inlanguage",44,0
"1391",2018,3,28,"insource",2019,48
"1392",2018,3,28,"intitle",12650,0
"1393",2018,3,28,"linksto",83,0
"1394",2018,3,28,"phrase_match_prefix",81,0
"1395",2018,3,28,"prefer-recent",121,0
"1396",2018,3,28,"prefix",18699,0
"1397",2018,3,28,"query_string",110394,30
"1398",2018,3,29,"contentmodel",19,0
"1399",2018,3,29,"entity_full_text",1,0
"1400",2018,3,29,"filemime",1,0
"1401",2018,3,29,"filesize",10,0
"1402",2018,3,29,"filetype",413,0
"1403",2018,3,29,"filter_only",8155,0
"1404",2018,3,29,"full_text",24510133,1101
"1405",2018,3,29,"full_text_querystring",1231351,25
"1406",2018,3,29,"full_text_simple_match",23270627,1076
"1407",2018,3,29,"hastemplate",355,0
"1408",2018,3,29,"incategory",7822,8
"1409",2018,3,29,"inlanguage",56,0
"1410",2018,3,29,"insource",3083,0
"1411",2018,3,29,"intitle",11653,0
"1412",2018,3,29,"linksto",102,0
"1413",2018,3,29,"phrase_match_prefix",263,0
"1414",2018,3,29,"prefer-recent",86,0
"1415",2018,3,29,"prefix",18675,7
"1416",2018,3,29,"query_string",110479,25
"1417",2018,3,29,"subpageof",5,0
"1418",2018,3,30,"contentmodel",1,0
"1419",2018,3,30,"entity_full_text",9,0
"1420",2018,3,30,"filemime",1,0
"1421",2018,3,30,"filetype",144,0
"1422",2018,3,30,"filter_only",7992,16
"1423",2018,3,30,"full_text",23058109,1010
"1424",2018,3,30,"full_text_querystring",1197153,141
"1425",2018,3,30,"full_text_simple_match",21852964,853
"1426",2018,3,30,"hastemplate",184,0
"1427",2018,3,30,"incategory",7232,0
"1428",2018,3,30,"inlanguage",129,0
"1429",2018,3,30,"insource",1218,25
"1430",2018,3,30,"intitle",13716,0
"1431",2018,3,30,"linksto",142,0
"1432",2018,3,30,"local",16,0
"1433",2018,3,30,"phrase_match_prefix",954,0
"1434",2018,3,30,"prefer-recent",18,0
"1435",2018,3,30,"prefix",18235,0
"1436",2018,3,30,"query_string",99603,85
"1437",2018,3,30,"subpageof",76,0
"1438",2018,3,31,"entity_full_text",2,0
"1439",2018,3,31,"filetype",229,0
"1440",2018,3,31,"filter_only",6054,8
"1441",2018,3,31,"full_text",21950086,936
"1442",2018,3,31,"full_text_querystring",1095696,67
"1443",2018,3,31,"full_text_simple_match",20848336,861
"1444",2018,3,31,"hastemplate",79,0
"1445",2018,3,31,"incategory",4988,0
"1446",2018,3,31,"inlanguage",50,0
"1447",2018,3,31,"insource",2079,8
"1448",2018,3,31,"intitle",10926,0
"1449",2018,3,31,"linksto",95,0
"1450",2018,3,31,"local",7,0
"1451",2018,3,31,"phrase_match_prefix",231,0
"1452",2018,3,31,"prefer-recent",67,0
"1453",2018,3,31,"prefix",13317,2
"1454",2018,3,31,"query_string",92656,59
"1455",2018,4,1,"entity_full_text",5,0
"1456",2018,4,1,"filemime",9,0
"1457",2018,4,1,"filetype",78,0
"1458",2018,4,1,"filter_only",6188,16
"1459",2018,4,1,"full_text",23717651,1194
"1460",2018,4,1,"full_text_querystring",1154474,110
"1461",2018,4,1,"full_text_simple_match",22556989,1068
"1462",2018,4,1,"hastemplate",54,0
"1463",2018,4,1,"incategory",5798,0
"1464",2018,4,1,"inlanguage",71,0
"1465",2018,4,1,"insource",1568,25
"1466",2018,4,1,"intitle",11497,9
"1467",2018,4,1,"linksto",72,0
"1468",2018,4,1,"local",2,0
"1469",2018,4,1,"phrase_match_prefix",291,0
"1470",2018,4,1,"prefer-recent",41,0
"1471",2018,4,1,"prefix",15709,32
"1472",2018,4,1,"query_string",93305,110
"1473",2018,4,2,"entity_full_text",1263,0
"1474",2018,4,2,"filemime",14,0
"1475",2018,4,2,"filetype",51,0
"1476",2018,4,2,"filter_only",6941,15
"1477",2018,4,2,"full_text",27395596,1091
"1478",2018,4,2,"full_text_querystring",1239039,38
"1479",2018,4,2,"full_text_simple_match",26149616,1038
"1480",2018,4,2,"hastemplate",230,0
"1481",2018,4,2,"incategory",6612,0
"1482",2018,4,2,"inlanguage",63,0
"1483",2018,4,2,"insource",1357,15
"1484",2018,4,2,"intitle",13558,0
"1485",2018,4,2,"linksto",247,0
"1486",2018,4,2,"neartitle",63,0
"1487",2018,4,2,"phrase_match_prefix",107,0
"1488",2018,4,2,"prefer-recent",64,0
"1489",2018,4,2,"prefix",15700,0
"1490",2018,4,2,"query_string",100579,15
"1491",2018,4,2,"subpageof",7,0
"1492",2018,4,3,"contentmodel",24,0
"1493",2018,4,3,"entity_full_text",7116,0
"1494",2018,4,3,"fileh",8,8
"1495",2018,4,3,"filemime",9,8
"1496",2018,4,3,"filetype",97,64
"1497",2018,4,3,"filew",80,72
"1498",2018,4,3,"filter_only",8381,8
"1499",2018,4,3,"full_text",29285621,1307
"1500",2018,4,3,"full_text_querystring",1294062,72
"1501",2018,4,3,"full_text_simple_match",27983178,1227
"1502",2018,4,3,"hastemplate",632,80
"1503",2018,4,3,"incategory",6034,0
"1504",2018,4,3,"inlanguage",28,0
"1505",2018,4,3,"insource",3832,8
"1506",2018,4,3,"intitle",16845,24
"1507",2018,4,3,"linksto",36,0
"1508",2018,4,3,"phrase_match_prefix",142,0
"1509",2018,4,3,"prefer-recent",153,0
"1510",2018,4,3,"prefix",18693,0
"1511",2018,4,3,"query_string",111934,72
"1512",2018,4,3,"subpageof",110,48
"1513",2018,4,4,"boost-nearcoord",2,0
"1514",2018,4,4,"contentmodel",19,0
"1515",2018,4,4,"entity_full_text",7102,0
"1516",2018,4,4,"fileh",24,24
"1517",2018,4,4,"filemime",68,32
"1518",2018,4,4,"filetype",259,216
"1519",2018,4,4,"filew",161,96
"1520",2018,4,4,"filter_only",8469,216
"1521",2018,4,4,"full_text",28971079,1800
"1522",2018,4,4,"full_text_querystring",1293013,158
"1523",2018,4,4,"full_text_simple_match",27669597,1426
"1524",2018,4,4,"hastemplate",341,0
"1525",2018,4,4,"incategory",6027,0
"1526",2018,4,4,"inlanguage",23,0
"1527",2018,4,4,"insource",2852,40
"1528",2018,4,4,"intitle",15034,25
"1529",2018,4,4,"linksto",75,0
"1530",2018,4,4,"nearcoord",44,0
"1531",2018,4,4,"phrase_match_prefix",87,0
"1532",2018,4,4,"prefer-recent",114,40
"1533",2018,4,4,"prefix",19758,0
"1534",2018,4,4,"query_string",112417,124
"1535",2018,4,5,"contentmodel",86,0
"1536",2018,4,5,"entity_full_text",7462,0
"1537",2018,4,5,"filetype",227,0
"1538",2018,4,5,"filew",5,0
"1539",2018,4,5,"filter_only",6575,8
"1540",2018,4,5,"full_text",26982495,1163
"1541",2018,4,5,"full_text_querystring",1227481,41
"1542",2018,4,5,"full_text_simple_match",25748439,1114
"1543",2018,4,5,"hastemplate",379,0
"1544",2018,4,5,"incategory",6550,0
"1545",2018,4,5,"inlanguage",36,0
"1546",2018,4,5,"insource",1022,8
"1547",2018,4,5,"intitle",13036,16
"1548",2018,4,5,"linksto",62,0
"1549",2018,4,5,"nearcoord",56,0
"1550",2018,4,5,"phrase_match_prefix",33,0
"1551",2018,4,5,"prefer-recent",51,0
"1552",2018,4,5,"prefix",17928,24
"1553",2018,4,5,"query_string",100852,32
"1554",2018,4,6,"full_text_simple_match",25025337,942
"1555",2018,4,6,"full_text",26362827,1234
"1556",2018,4,6,"entity_full_text",7345,NA
"1557",2018,4,6,"hastemplate",130,NA
"1558",2018,4,6,"linksto",104,NA
"1559",2018,4,6,"prefer-recent",45,NA
"1560",2018,4,6,"filemime",1,NA
"1561",2018,4,6,"incategory",6395,NA
"1562",2018,4,6,"filter_only",6445,116
"1563",2018,4,6,"boost-templates",8,NA
"1564",2018,4,6,"insource",1675,35
"1565",2018,4,6,"intitle",13071,7
"1566",2018,4,6,"nearcoord",4,NA
"1567",2018,4,6,"filetype",111,NA
"1568",2018,4,6,"filew",20,NA
"1569",2018,4,6,"query_string",108770,159
"1570",2018,4,6,"phrase_match_prefix",78,NA
"1571",2018,4,6,"prefix",17002,130
"1572",2018,4,6,"contentmodel",28,NA
"1573",2018,4,6,"inlanguage",38,NA
"1574",2018,4,6,"full_text_querystring",1331045,176
"1575",2018,4,7,"full_text_simple_match",21472022,778
"1576",2018,4,7,"hastemplate",125,NA
"1577",2018,4,7,"intitle",10635,14
"1578",2018,4,7,"query_string",92648,82
"1579",2018,4,7,"inlanguage",33,NA
"1580",2018,4,7,"incategory",5322,NA
"1581",2018,4,7,"phrase_match_prefix",154,NA
"1582",2018,4,7,"prefer-recent",24,NA
"1583",2018,4,7,"filetype",110,NA
"1584",2018,4,7,"filter_only",6012,32
"1585",2018,4,7,"insource",1756,37
"1586",2018,4,7,"linksto",119,NA
"1587",2018,4,7,"prefix",16085,58
"1588",2018,4,7,"entity_full_text",5174,NA
"1589",2018,4,7,"full_text_querystring",1188140,115
"1590",2018,4,7,"full_text",22666174,925
"1591",2018,4,8,"entity_full_text",5367,NA
"1592",2018,4,8,"inlanguage",41,2
"1593",2018,4,8,"filew",25,NA
"1594",2018,4,8,"contentmodel",2,NA
"1595",2018,4,8,"prefer-recent",101,NA
"1596",2018,4,8,"full_text_querystring",1257034,16
"1597",2018,4,8,"intitle",11863,NA
"1598",2018,4,8,"prefix",16938,NA
"1599",2018,4,8,"filemime",3,2
"1600",2018,4,8,"incategory",6925,NA
"1601",2018,4,8,"hastemplate",127,NA
"1602",2018,4,8,"phrase_match_prefix",595,NA
"1603",2018,4,8,"filewidth",1,NA
"1604",2018,4,8,"full_text",25937473,934
"1605",2018,4,8,"fileheight",1,NA
"1606",2018,4,8,"filter_only",7132,32
"1607",2018,4,8,"insource",2205,47
"1608",2018,4,8,"linksto",146,NA
"1609",2018,4,8,"filetype",47,NA
"1610",2018,4,8,"full_text_simple_match",24673307,886
"1611",2018,4,8,"query_string",101602,7
"1612",2018,4,9,"entity_full_text",7144,NA
"1613",2018,4,9,"prefer-recent",21,NA
"1614",2018,4,9,"fileres",18,NA
"1615",2018,4,9,"full_text_querystring",1454639,131
"1616",2018,4,9,"hastemplate",311,NA
"1617",2018,4,9,"filew",5,NA
"1618",2018,4,9,"intitle",16581,9
"1619",2018,4,9,"insource",1719,25
"1620",2018,4,9,"incategory",6579,NA
"1621",2018,4,9,"full_text_simple_match",29505467,1201
"1622",2018,4,9,"contentmodel",2,NA
"1623",2018,4,9,"inlanguage",35,NA
"1624",2018,4,9,"filter_only",6722,25
"1625",2018,4,9,"neartitle",1,NA
"1626",2018,4,9,"phrase_match_prefix",229,NA
"1627",2018,4,9,"nearcoord",25,NA
"1628",2018,4,9,"linksto",102,NA
"1629",2018,4,9,"full_text",30966828,1357
"1630",2018,4,9,"filetype",98,NA
"1631",2018,4,9,"query_string",117005,130
"1632",2018,4,9,"prefix",20289,NA
"1633",2018,4,9,"filemime",36,NA
"1634",2018,4,10,"full_text_simple_match",28340519,826
"1635",2018,4,10,"filter_only",6142,27
"1636",2018,4,10,"intitle",15010,NA
"1637",2018,4,10,"prefix",19822,10
"1638",2018,4,10,"filesize",17,NA
"1639",2018,4,10,"entity_full_text",7175,NA
"1640",2018,4,10,"prefer-recent",65,NA
"1641",2018,4,10,"query_string",108036,42
"1642",2018,4,10,"filetype",59,NA
"1643",2018,4,10,"incategory",5958,NA
"1644",2018,4,10,"filemime",49,17
"1645",2018,4,10,"inlanguage",57,NA
"1646",2018,4,10,"linksto",75,NA
"1647",2018,4,10,"fileh",30,5
"1648",2018,4,10,"insource",1470,10
"1649",2018,4,10,"fileres",30,NA
"1650",2018,4,10,"filew",37,17
"1651",2018,4,10,"full_text",29709062,932
"1652",2018,4,10,"phrase_match_prefix",86,NA
"1653",2018,4,10,"hastemplate",174,NA
"1654",2018,4,10,"contentmodel",180,NA
"1655",2018,4,10,"full_text_querystring",1362401,79
"1656",2018,4,11,"inlanguage",48,NA
"1657",2018,4,11,"filter_only",6577,NA
"1658",2018,4,11,"entity_full_text",8545,NA
"1659",2018,4,11,"hastemplate",229,NA
"1660",2018,4,11,"linksto",93,NA
"1661",2018,4,11,"full_text",31418564,1327
"1662",2018,4,11,"incategory",6351,NA
"1663",2018,4,11,"filew",15,5
"1664",2018,4,11,"phrase_match_prefix",409,NA
"1665",2018,4,11,"full_text_simple_match",29959344,1184
"1666",2018,4,11,"prefix",23271,8
"1667",2018,4,11,"full_text_querystring",1452643,143
"1668",2018,4,11,"prefer-recent",116,NA
"1669",2018,4,11,"query_string",120684,69
"1670",2018,4,11,"insource",1673,NA
"1671",2018,4,11,"contentmodel",91,NA
"1672",2018,4,11,"intitle",15247,5
"1673",2018,4,11,"filetype",53,NA
"1674",2018,4,12,"linksto",179,NA
"1675",2018,4,12,"prefer-recent",88,NA
"1676",2018,4,12,"filemime",1,NA
"1677",2018,4,12,"incategory",12516,NA
"1678",2018,4,12,"filter_only",12945,9
"1679",2018,4,12,"insource",2045,9
"1680",2018,4,12,"intitle",16235,8
"1681",2018,4,12,"fileh",3,NA
"1682",2018,4,12,"filetype",97,NA
"1683",2018,4,12,"filewidth",1,NA
"1684",2018,4,12,"filew",3,NA
"1685",2018,4,12,"filebits",2,NA
"1686",2018,4,12,"filesize",3,NA
"1687",2018,4,12,"query_string",122857,108
"1688",2018,4,12,"phrase_match_prefix",183,NA
"1689",2018,4,12,"prefix",20345,24
"1690",2018,4,12,"contentmodel",40,NA
"1691",2018,4,12,"inlanguage",72,NA
"1692",2018,4,12,"full_text_querystring",1402921,109
"1693",2018,4,12,"fileheight",1,NA
"1694",2018,4,12,"full_text_simple_match",29338234,1381
"1695",2018,4,12,"full_text",30754100,1499
"1696",2018,4,12,"entity_full_text",7067,NA
"1697",2018,4,12,"hastemplate",1683,NA
"1698",2018,4,13,"filetype",268,NA
"1699",2018,4,13,"prefer-recent",90,NA
"1700",2018,4,13,"full_text",27921587,1145
"1701",2018,4,13,"linksto",20,NA
"1702",2018,4,13,"phrase_match_prefix",181,NA
"1703",2018,4,13,"filter_only",6645,8
"1704",2018,4,13,"hastemplate",717,NA
"1705",2018,4,13,"full_text_simple_match",26523539,978
"1706",2018,4,13,"incategory",6205,NA
"1707",2018,4,13,"contentmodel",8,NA
"1708",2018,4,13,"intitle",14306,120
"1709",2018,4,13,"query_string",106484,142
"1710",2018,4,13,"full_text_querystring",1391403,159
"1711",2018,4,13,"filesize",13,NA
"1712",2018,4,13,"inlanguage",70,NA
"1713",2018,4,13,"insource",1594,NA
"1714",2018,4,13,"entity_full_text",7583,NA
"1715",2018,4,13,"prefix",17384,16
"1716",2018,4,14,"full_text_querystring",1235902,90
"1717",2018,4,14,"incategory",7653,NA
"1718",2018,4,14,"query_string",92320,82
"1719",2018,4,14,"inlanguage",23,NA
"1720",2018,4,14,"insource",2065,NA
"1721",2018,4,14,"prefix",14821,88
"1722",2018,4,14,"boost-templates",16,NA
"1723",2018,4,14,"full_text_simple_match",22447228,1095
"1724",2018,4,14,"intitle",11743,NA
"1725",2018,4,14,"hastemplate",382,NA
"1726",2018,4,14,"entity_full_text",4874,NA
"1727",2018,4,14,"filetype",54,NA
"1728",2018,4,14,"prefer-recent",48,NA
"1729",2018,4,14,"filemime",58,NA
"1730",2018,4,14,"phrase_match_prefix",70,NA
"1731",2018,4,14,"full_text",23690221,1185
"1732",2018,4,14,"filter_only",7091,NA
"1733",2018,4,14,"linksto",3,NA
"1734",2018,4,14,"fileres",58,NA
"1735",2018,4,15,"query_string",108326,248
"1736",2018,4,15,"entity_full_text",5556,NA
"1737",2018,4,15,"inlanguage",55,NA
"1738",2018,4,15,"contentmodel",65,NA
"1739",2018,4,15,"prefer-recent",54,NA
"1740",2018,4,15,"full_text_querystring",1340217,271
"1741",2018,4,15,"intitle",13523,NA
"1742",2018,4,15,"prefix",16710,9
"1743",2018,4,15,"incategory",6686,NA
"1744",2018,4,15,"hastemplate",1009,NA
"1745",2018,4,15,"phrase_match_prefix",129,NA
"1746",2018,4,15,"full_text",27145276,1349
"1747",2018,4,15,"filter_only",7036,9
"1748",2018,4,15,"insource",1369,9
"1749",2018,4,15,"linksto",17,NA
"1750",2018,4,15,"filetype",19,NA
"1751",2018,4,15,"full_text_simple_match",25798023,1069
"1752",2018,4,16,"entity_full_text",7997,NA
"1753",2018,4,16,"insource",1800,40
"1754",2018,4,16,"prefix",21043,32
"1755",2018,4,16,"hastemplate",369,NA
"1756",2018,4,16,"contentmodel",18,NA
"1757",2018,4,16,"filter_only",10079,48
"1758",2018,4,16,"full_text_simple_match",30585689,1291
"1759",2018,4,16,"linksto",327,NA
"1760",2018,4,16,"inlanguage",15,NA
"1761",2018,4,16,"full_text_querystring",1477063,106
"1762",2018,4,16,"fileres",6,NA
"1763",2018,4,16,"full_text",32072831,1445
"1764",2018,4,16,"phrase_match_prefix",67,8
"1765",2018,4,16,"query_string",120063,86
"1766",2018,4,16,"filemime",24,NA
"1767",2018,4,16,"filetype",58,NA
"1768",2018,4,16,"incategory",9660,8
"1769",2018,4,16,"intitle",16156,9
"1770",2018,4,16,"prefer-recent",277,NA
"1771",2018,4,17,"full_text_simple_match",30541474,1187
"1772",2018,4,17,"filter_only",8373,66
"1773",2018,4,17,"query_string",113650,33
"1774",2018,4,17,"incategory",6633,NA
"1775",2018,4,17,"insource",1420,74
"1776",2018,4,17,"intitle",14551,11
"1777",2018,4,17,"inlanguage",23,NA
"1778",2018,4,17,"nearcoord",1,NA
"1779",2018,4,17,"linksto",25,NA
"1780",2018,4,17,"filemime",7,7
"1781",2018,4,17,"full_text_querystring",1445017,39
"1782",2018,4,17,"contentmodel",16,NA
"1783",2018,4,17,"prefer-recent",161,NA
"1784",2018,4,17,"full_text",31994864,1292
"1785",2018,4,17,"hastemplate",352,NA
"1786",2018,4,17,"filetype",152,NA
"1787",2018,4,17,"entity_full_text",7960,NA
"1788",2018,4,17,"phrase_match_prefix",1135,NA
"1789",2018,4,17,"prefix",21077,NA
"1790",2018,4,18,"nearcoord",3,NA
"1791",2018,4,18,"linksto",54,NA
"1792",2018,4,18,"filter_only",10089,65
"1793",2018,4,18,"inlanguage",6,NA
"1794",2018,4,18,"filetype",12,NA
"1795",2018,4,18,"phrase_match_prefix",2216,NA
"1796",2018,4,18,"query_string",118731,56
"1797",2018,4,18,"intitle",14850,2
"1798",2018,4,18,"insource",2905,54
"1799",2018,4,18,"full_text_querystring",1425522,67
"1800",2018,4,18,"filemime",4,NA
"1801",2018,4,18,"contentmodel",42,NA
"1802",2018,4,18,"prefer-recent",78,NA
"1803",2018,4,18,"prefix",19454,8
"1804",2018,4,18,"full_text",31550932,924
"1805",2018,4,18,"entity_full_text",8097,NA
"1806",2018,4,18,"hastemplate",34,NA
"1807",2018,4,18,"incategory",7642,16
"1808",2018,4,18,"full_text_simple_match",30115321,792
"1809",2018,4,19,"entity_full_text",7688,NA
"1810",2018,4,19,"full_text",30761601,1230
"1811",2018,4,19,"filetype",16,NA
"1812",2018,4,19,"inlanguage",2,NA
"1813",2018,4,19,"filter_only",9175,8
"1814",2018,4,19,"phrase_match_prefix",1558,NA
"1815",2018,4,19,"linksto",47,NA
"1816",2018,4,19,"query_string",112541,57
"1817",2018,4,19,"filemime",2,NA
"1818",2018,4,19,"full_text_simple_match",29362263,1141
"1819",2018,4,19,"incategory",7231,8
"1820",2018,4,19,"full_text_querystring",1390163,81
"1821",2018,4,19,"hastemplate",474,NA
"1822",2018,4,19,"prefix",19890,16
"1823",2018,4,19,"prefer-recent",62,NA
"1824",2018,4,19,"intitle",12714,14
"1825",2018,4,19,"insource",3250,8
"1826",2018,4,20,"query_string",102087,40
"1827",2018,4,20,"phrase_match_prefix",34,NA
"1828",2018,4,20,"prefix",18747,24
"1829",2018,4,20,"inlanguage",11,NA
"1830",2018,4,20,"full_text_querystring",1297844,42
"1831",2018,4,20,"full_text_simple_match",25942363,1600
"1832",2018,4,20,"full_text",27246687,1706
"1833",2018,4,20,"entity_full_text",6574,NA
"1834",2018,4,20,"hastemplate",161,NA
"1835",2018,4,20,"linksto",45,NA
"1836",2018,4,20,"prefer-recent",72,NA
"1837",2018,4,20,"incategory",5925,NA
"1838",2018,4,20,"filter_only",6480,64
"1839",2018,4,20,"insource",1858,64
"1840",2018,4,20,"intitle",13218,14
"1841",2018,4,20,"filetype",106,NA
"1842",2018,4,21,"entity_full_text",6801,NA
"1843",2018,4,21,"incategory",5816,NA
"1844",2018,4,21,"full_text_querystring",1204287,112
"1845",2018,4,21,"linksto",142,NA
"1846",2018,4,21,"full_text_simple_match",22138588,1314
"1847",2018,4,21,"intitle",12578,NA
"1848",2018,4,21,"insource",1529,76
"1849",2018,4,21,"fileres",84,NA
"1850",2018,4,21,"filter_only",6628,99
"1851",2018,4,21,"full_text",23349503,1525
"1852",2018,4,21,"filetype",35,NA
"1853",2018,4,21,"filemime",88,NA
"1854",2018,4,21,"prefer-recent",57,NA
"1855",2018,4,21,"query_string",94844,76
"1856",2018,4,21,"phrase_match_prefix",82,NA
"1857",2018,4,21,"prefix",13574,24
"1858",2018,4,21,"inlanguage",2,NA
"1859",2018,4,21,"hastemplate",181,88
"1860",2018,4,22,"prefer-recent",560,NA
"1861",2018,4,22,"full_text_querystring",1327815,44
"1862",2018,4,22,"inlanguage",3,NA
"1863",2018,4,22,"fileres",1,NA
"1864",2018,4,22,"linksto",92,NA
"1865",2018,4,22,"intitle",14640,NA
"1866",2018,4,22,"query_string",101695,44
"1867",2018,4,22,"contentmodel",1,NA
"1868",2018,4,22,"neartitle",40,NA
"1869",2018,4,22,"filetype",60,NA
"1870",2018,4,22,"phrase_match_prefix",39,NA
"1871",2018,4,22,"filemime",38,NA
"1872",2018,4,22,"full_text",27195832,855
"1873",2018,4,22,"full_text_simple_match",25860839,779
"1874",2018,4,22,"insource",2140,32
"1875",2018,4,22,"incategory",6563,NA
"1876",2018,4,22,"filter_only",7178,32
"1877",2018,4,22,"entity_full_text",6583,NA
"1878",2018,4,22,"prefix",19546,8
"1879",2018,4,22,"hastemplate",246,NA
"1880",2018,4,23,"filter_only",5737,24
"1881",2018,4,23,"intitle",14403,14
"1882",2018,4,23,"hastemplate",638,NA
"1883",2018,4,23,"incategory",5604,NA
"1884",2018,4,23,"filemime",48,NA
"1885",2018,4,23,"linksto",101,NA
"1886",2018,4,23,"contentmodel",60,NA
"1887",2018,4,23,"prefer-recent",65,NA
"1888",2018,4,23,"phrase_match_prefix",230,NA
"1889",2018,4,23,"full_text_simple_match",30689335,1070
"1890",2018,4,23,"full_text",32150559,1167
"1891",2018,4,23,"query_string",115222,65
"1892",2018,4,23,"fileres",42,NA
"1893",2018,4,23,"boost-neartitle",42,NA
"1894",2018,4,23,"prefix",23732,NA
"1895",2018,4,23,"inlanguage",15,NA
"1896",2018,4,23,"insource",813,32
"1897",2018,4,23,"entity_full_text",6784,NA
"1898",2018,4,23,"filetype",49,NA
"1899",2018,4,23,"full_text_querystring",1455487,73
"1900",2018,4,24,"inlanguage",10,NA
"1901",2018,4,24,"insource",2093,24
"1902",2018,4,24,"fileh",5,NA
"1903",2018,4,24,"phrase_match_prefix",74,NA
"1904",2018,4,24,"entity_full_text",7753,NA
"1905",2018,4,24,"filew",9,NA
"1906",2018,4,24,"full_text_querystring",1461900,52
"1907",2018,4,24,"filter_only",9113,40
"1908",2018,4,24,"full_text_simple_match",30756666,1427
"1909",2018,4,24,"subpageof",42,NA
"1910",2018,4,24,"prefer-recent",40,NA
"1911",2018,4,24,"filetype",25,NA
"1912",2018,4,24,"filesize",2,NA
"1913",2018,4,24,"query_string",124090,44
"1914",2018,4,24,"linksto",48,NA
"1915",2018,4,24,"filemime",15,NA
"1916",2018,4,24,"incategory",9328,NA
"1917",2018,4,24,"contentmodel",8,NA
"1918",2018,4,24,"hastemplate",107,16
"1919",2018,4,24,"intitle",13357,NA
"1920",2018,4,24,"full_text",32227679,1519
"1921",2018,4,24,"prefix",21962,40
"1922",2018,4,25,"intitle",14694,8
"1923",2018,4,25,"insource",1413,56
"1924",2018,4,25,"incategory",6637,NA
"1925",2018,4,25,"full_text_simple_match",30188119,941
"1926",2018,4,25,"inlanguage",13,NA
"1927",2018,4,25,"filter_only",7191,56
"1928",2018,4,25,"phrase_match_prefix",9,NA
